id,category,difficulty,sorun,prompt,answers,correct,explanation
offline_curated_20707,Dîrok,1,answers,Di xwendina dîrok de têgeha 'Mîrgeha Erdelanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Mîrgeha Erdelanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20708,Dîrok,2,answers,Ravekirina 'mîrnişîneke kevnar a kurdî ya li rojhilat ku navenda wê Sine bû' bi tevahî ji qada dîrok dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Mîrgeha Erdelanê' û qada dîrok re girêdayî ye.
offline_curated_20712,Dîrok,1,answers,Di xwendina dîrok de têgeha 'Mîrgeha Erdelanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Mîrgeha Erdelanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20713,Dîrok,2,answers,Ravekirina 'mîrnişîneke kevnar a kurdî ya li rojhilat ku navenda wê Sine bû' bi tevahî ji qada dîrok dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Mîrgeha Erdelanê' û qada dîrok re girêdayî ye.
offline_curated_20717,Dîrok,1,answers,"Di gotûbêja dersê de, di xwendina dîrok de têgeha 'Mîrgeha Erdelanê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Mîrgeha Erdelanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20718,Dîrok,2,answers,"Di gotûbêja dersê de, ravekirina 'mîrnişîneke kevnar a kurdî ya li rojhilat ku navenda wê Sine bû' bi tevahî ji qada dîrok dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Mîrgeha Erdelanê' û qada dîrok re girêdayî ye.
offline_curated_20722,Dîrok,1,answers,"Di nirxandina xwendekaran de, di xwendina dîrok de têgeha 'Mîrgeha Erdelanê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Mîrgeha Erdelanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20723,Dîrok,2,answers,"Di nirxandina xwendekaran de, ravekirina 'mîrnişîneke kevnar a kurdî ya li rojhilat ku navenda wê Sine bû' bi tevahî ji qada dîrok dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Mîrgeha Erdelanê' û qada dîrok re girêdayî ye.
offline_curated_20727,Dîrok,2,answers,Di xwendina dîrok de têgeha 'Peymana Lozanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Peymana Lozanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20728,Dîrok,3,answers,Ravekirina 'peymana navdewletî ya sala 1923an ku Kurdistan li ser çar dewletan dabeş kir' bi tevahî ji qada dîrok dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Peymana Lozanê' û qada dîrok re girêdayî ye.
offline_curated_20732,Dîrok,2,answers,Di xwendina dîrok de têgeha 'Peymana Lozanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Peymana Lozanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20733,Dîrok,3,answers,Ravekirina 'peymana navdewletî ya sala 1923an ku Kurdistan li ser çar dewletan dabeş kir' bi tevahî ji qada dîrok dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Peymana Lozanê' û qada dîrok re girêdayî ye.
offline_curated_20737,Dîrok,2,answers,Di xwendina dîrok de têgeha 'Peymana Lozanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Peymana Lozanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20738,Dîrok,3,answers,Ravekirina 'peymana navdewletî ya sala 1923an ku Kurdistan li ser çar dewletan dabeş kir' bi tevahî ji qada dîrok dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Peymana Lozanê' û qada dîrok re girêdayî ye.
offline_curated_20742,Dîrok,2,answers,"Di gotûbêja dersê de, di xwendina dîrok de têgeha 'Peymana Lozanê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Peymana Lozanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20743,Dîrok,3,answers,"Di gotûbêja dersê de, ravekirina 'peymana navdewletî ya sala 1923an ku Kurdistan li ser çar dewletan dabeş kir' bi tevahî ji qada dîrok dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Peymana Lozanê' û qada dîrok re girêdayî ye.
offline_curated_20747,Dîrok,2,answers,"Di nirxandina xwendekaran de, di xwendina dîrok de têgeha 'Peymana Lozanê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Peymana Lozanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20748,Dîrok,3,answers,"Di nirxandina xwendekaran de, ravekirina 'peymana navdewletî ya sala 1923an ku Kurdistan li ser çar dewletan dabeş kir' bi tevahî ji qada dîrok dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Peymana Lozanê' û qada dîrok re girêdayî ye.
offline_curated_20752,Cografya,3,answers,Di xwendina cografya de têgeha 'çiyayên Zagrosê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'çiyayên Zagrosê' di vê kategoriyê de têgeheke giring e.
offline_curated_20753,Cografya,4,answers,Ravekirina 'rêzeçiyayên mezin û asê yên ku sînorê xwezayî yê welatê kurdan pêk tînin' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'çiyayên Zagrosê' û qada cografya re girêdayî ye.
offline_curated_20757,Cografya,3,answers,Di xwendina cografya de têgeha 'çiyayên Zagrosê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'çiyayên Zagrosê' di vê kategoriyê de têgeheke giring e.
offline_curated_20758,Cografya,4,answers,Ravekirina 'rêzeçiyayên mezin û asê yên ku sînorê xwezayî yê welatê kurdan pêk tînin' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'çiyayên Zagrosê' û qada cografya re girêdayî ye.
offline_curated_20762,Cografya,3,answers,Di xwendina cografya de têgeha 'çiyayên Zagrosê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'çiyayên Zagrosê' di vê kategoriyê de têgeheke giring e.
offline_curated_20763,Cografya,4,answers,Ravekirina 'rêzeçiyayên mezin û asê yên ku sînorê xwezayî yê welatê kurdan pêk tînin' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'çiyayên Zagrosê' û qada cografya re girêdayî ye.
offline_curated_20767,Cografya,3,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'çiyayên Zagrosê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'çiyayên Zagrosê' di vê kategoriyê de têgeheke giring e.
offline_curated_20768,Cografya,4,answers,"Di gotûbêja dersê de, ravekirina 'rêzeçiyayên mezin û asê yên ku sînorê xwezayî yê welatê kurdan pêk tînin' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'çiyayên Zagrosê' û qada cografya re girêdayî ye.
offline_curated_20772,Cografya,3,answers,"Di nirxandina xwendekaran de, di xwendina cografya de têgeha 'çiyayên Zagrosê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'çiyayên Zagrosê' di vê kategoriyê de têgeheke giring e.
offline_curated_20773,Cografya,4,answers,"Di nirxandina xwendekaran de, ravekirina 'rêzeçiyayên mezin û asê yên ku sînorê xwezayî yê welatê kurdan pêk tînin' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'çiyayên Zagrosê' û qada cografya re girêdayî ye.
offline_curated_20777,Cografya,4,answers,Di xwendina cografya de têgeha 'Newala Dîcleyê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Newala Dîcleyê' di vê kategoriyê de têgeheke giring e.
offline_curated_20778,Cografya,5,answers,Ravekirina 'geliyê mezin ê ku çemê Dîcleyê tê re diherike û Amedê diparêze' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Newala Dîcleyê' û qada cografya re girêdayî ye.
offline_curated_20782,Cografya,4,answers,Di xwendina cografya de têgeha 'Newala Dîcleyê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Newala Dîcleyê' di vê kategoriyê de têgeheke giring e.
offline_curated_20783,Cografya,5,answers,Ravekirina 'geliyê mezin ê ku çemê Dîcleyê tê re diherike û Amedê diparêze' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Newala Dîcleyê' û qada cografya re girêdayî ye.
offline_curated_20787,Cografya,4,answers,Di xwendina cografya de têgeha 'Newala Dîcleyê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Newala Dîcleyê' di vê kategoriyê de têgeheke giring e.
offline_curated_20788,Cografya,5,answers,Ravekirina 'geliyê mezin ê ku çemê Dîcleyê tê re diherike û Amedê diparêze' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Newala Dîcleyê' û qada cografya re girêdayî ye.
offline_curated_20792,Cografya,4,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'Newala Dîcleyê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Newala Dîcleyê' di vê kategoriyê de têgeheke giring e.
offline_curated_20793,Cografya,5,answers,"Di gotûbêja dersê de, ravekirina 'geliyê mezin ê ku çemê Dîcleyê tê re diherike û Amedê diparêze' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Newala Dîcleyê' û qada cografya re girêdayî ye.
offline_curated_20797,Cografya,4,answers,"Di nirxandina xwendekaran de, di xwendina cografya de têgeha 'Newala Dîcleyê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Newala Dîcleyê' di vê kategoriyê de têgeheke giring e.
offline_curated_20798,Cografya,5,answers,"Di nirxandina xwendekaran de, ravekirina 'geliyê mezin ê ku çemê Dîcleyê tê re diherike û Amedê diparêze' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Newala Dîcleyê' û qada cografya re girêdayî ye.
offline_curated_20802,Cografya,5,answers,Di xwendina cografya de têgeha 'Çemê Firatê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çemê Firatê' di vê kategoriyê de têgeheke giring e.
offline_curated_20803,Cografya,1,answers,Ravekirina 'yek ji du çemên herî mezin ên Mezopotamyayê ku jiyanê dide axên berdar' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çemê Firatê' û qada cografya re girêdayî ye.
offline_curated_20807,Cografya,5,answers,Di xwendina cografya de têgeha 'Çemê Firatê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çemê Firatê' di vê kategoriyê de têgeheke giring e.
offline_curated_20808,Cografya,1,answers,Ravekirina 'yek ji du çemên herî mezin ên Mezopotamyayê ku jiyanê dide axên berdar' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çemê Firatê' û qada cografya re girêdayî ye.
offline_curated_20812,Cografya,5,answers,Di xwendina cografya de têgeha 'Çemê Firatê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çemê Firatê' di vê kategoriyê de têgeheke giring e.
offline_curated_20813,Cografya,1,answers,Ravekirina 'yek ji du çemên herî mezin ên Mezopotamyayê ku jiyanê dide axên berdar' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çemê Firatê' û qada cografya re girêdayî ye.
offline_curated_20817,Cografya,5,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'Çemê Firatê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Çemê Firatê' di vê kategoriyê de têgeheke giring e.
offline_curated_20818,Cografya,1,answers,"Di gotûbêja dersê de, ravekirina 'yek ji du çemên herî mezin ên Mezopotamyayê ku jiyanê dide axên berdar' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Çemê Firatê' û qada cografya re girêdayî ye.
offline_curated_20822,Cografya,5,answers,"Di nirxandina xwendekaran de, di xwendina cografya de têgeha 'Çemê Firatê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Çemê Firatê' di vê kategoriyê de têgeheke giring e.
offline_curated_20823,Cografya,1,answers,"Di nirxandina xwendekaran de, ravekirina 'yek ji du çemên herî mezin ên Mezopotamyayê ku jiyanê dide axên berdar' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Çemê Firatê' û qada cografya re girêdayî ye.
offline_curated_20827,Cografya,1,answers,Di xwendina cografya de têgeha 'Çiyayê Cûdî' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çiyayê Cûdî' di vê kategoriyê de têgeheke giring e.
offline_curated_20828,Cografya,2,answers,Ravekirina 'çiyayê pîroz ê ku li gorî baweriyan keştiya Nûh Pêxember li ser rûniştiye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Cûdî' û qada cografya re girêdayî ye.
offline_curated_20832,Cografya,1,answers,Di xwendina cografya de têgeha 'Çiyayê Cûdî' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çiyayê Cûdî' di vê kategoriyê de têgeheke giring e.
offline_curated_20833,Cografya,2,answers,Ravekirina 'çiyayê pîroz ê ku li gorî baweriyan keştiya Nûh Pêxember li ser rûniştiye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Cûdî' û qada cografya re girêdayî ye.
offline_curated_20837,Cografya,1,answers,Di xwendina cografya de têgeha 'Çiyayê Cûdî' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çiyayê Cûdî' di vê kategoriyê de têgeheke giring e.
offline_curated_20838,Cografya,2,answers,Ravekirina 'çiyayê pîroz ê ku li gorî baweriyan keştiya Nûh Pêxember li ser rûniştiye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Cûdî' û qada cografya re girêdayî ye.
offline_curated_20842,Cografya,1,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'Çiyayê Cûdî' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Çiyayê Cûdî' di vê kategoriyê de têgeheke giring e.
offline_curated_20843,Cografya,2,answers,"Di gotûbêja dersê de, ravekirina 'çiyayê pîroz ê ku li gorî baweriyan keştiya Nûh Pêxember li ser rûniştiye' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Cûdî' û qada cografya re girêdayî ye.
offline_curated_20847,Cografya,1,answers,"Di nirxandina xwendekaran de, di xwendina cografya de têgeha 'Çiyayê Cûdî' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Çiyayê Cûdî' di vê kategoriyê de têgeheke giring e.
offline_curated_20848,Cografya,2,answers,"Di nirxandina xwendekaran de, ravekirina 'çiyayê pîroz ê ku li gorî baweriyan keştiya Nûh Pêxember li ser rûniştiye' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Cûdî' û qada cografya re girêdayî ye.
offline_curated_20852,Cografya,2,answers,Di xwendina cografya de têgeha 'Girê Mirazan' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Girê Mirazan' di vê kategoriyê de têgeheke giring e.
offline_curated_20853,Cografya,3,answers,Ravekirina 'şûna herî kevn a perestgehên mirovahiyê ku li nêzîkî bajarê Rihayê ye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Girê Mirazan' û qada cografya re girêdayî ye.
offline_curated_20857,Cografya,2,answers,Di xwendina cografya de têgeha 'Girê Mirazan' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Girê Mirazan' di vê kategoriyê de têgeheke giring e.
offline_curated_20858,Cografya,3,answers,Ravekirina 'şûna herî kevn a perestgehên mirovahiyê ku li nêzîkî bajarê Rihayê ye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Girê Mirazan' û qada cografya re girêdayî ye.
offline_curated_20862,Cografya,2,answers,Di xwendina cografya de têgeha 'Girê Mirazan' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Girê Mirazan' di vê kategoriyê de têgeheke giring e.
offline_curated_20863,Cografya,3,answers,Ravekirina 'şûna herî kevn a perestgehên mirovahiyê ku li nêzîkî bajarê Rihayê ye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Girê Mirazan' û qada cografya re girêdayî ye.
offline_curated_20867,Cografya,2,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'Girê Mirazan' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Girê Mirazan' di vê kategoriyê de têgeheke giring e.
offline_curated_20868,Cografya,3,answers,"Di gotûbêja dersê de, ravekirina 'şûna herî kevn a perestgehên mirovahiyê ku li nêzîkî bajarê Rihayê ye' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Girê Mirazan' û qada cografya re girêdayî ye.
offline_curated_20872,Cografya,2,answers,"Di nirxandina xwendekaran de, di xwendina cografya de têgeha 'Girê Mirazan' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Girê Mirazan' di vê kategoriyê de têgeheke giring e.
offline_curated_20873,Cografya,3,answers,"Di nirxandina xwendekaran de, ravekirina 'şûna herî kevn a perestgehên mirovahiyê ku li nêzîkî bajarê Rihayê ye' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Girê Mirazan' û qada cografya re girêdayî ye.
offline_curated_20877,Cografya,3,answers,Di xwendina cografya de têgeha 'Gola Wanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Gola Wanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20878,Cografya,4,answers,Ravekirina 'gola herî mezin a herêmê ku avên wê şor û sodadar in' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Gola Wanê' û qada cografya re girêdayî ye.
offline_curated_20882,Cografya,3,answers,Di xwendina cografya de têgeha 'Gola Wanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Gola Wanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20883,Cografya,4,answers,Ravekirina 'gola herî mezin a herêmê ku avên wê şor û sodadar in' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Gola Wanê' û qada cografya re girêdayî ye.
offline_curated_20887,Cografya,3,answers,Di xwendina cografya de têgeha 'Gola Wanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Gola Wanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20888,Cografya,4,answers,Ravekirina 'gola herî mezin a herêmê ku avên wê şor û sodadar in' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Gola Wanê' û qada cografya re girêdayî ye.
offline_curated_20892,Cografya,3,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'Gola Wanê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Gola Wanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20893,Cografya,4,answers,"Di gotûbêja dersê de, ravekirina 'gola herî mezin a herêmê ku avên wê şor û sodadar in' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Gola Wanê' û qada cografya re girêdayî ye.
offline_curated_20897,Cografya,3,answers,"Di nirxandina xwendekaran de, di xwendina cografya de têgeha 'Gola Wanê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Gola Wanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20898,Cografya,4,answers,"Di nirxandina xwendekaran de, ravekirina 'gola herî mezin a herêmê ku avên wê şor û sodadar in' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Gola Wanê' û qada cografya re girêdayî ye.
offline_curated_20902,Cografya,4,answers,Di xwendina cografya de têgeha 'Çiyayê Sîpanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çiyayê Sîpanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20903,Cografya,5,answers,Ravekirina 'çiyayê volkanîk ê bilind û berfîn ê li bakurê Gola Wanê' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Sîpanê' û qada cografya re girêdayî ye.
offline_curated_20907,Cografya,4,answers,Di xwendina cografya de têgeha 'Çiyayê Sîpanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çiyayê Sîpanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20908,Cografya,5,answers,Ravekirina 'çiyayê volkanîk ê bilind û berfîn ê li bakurê Gola Wanê' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Sîpanê' û qada cografya re girêdayî ye.
offline_curated_20912,Cografya,4,answers,Di xwendina cografya de têgeha 'Çiyayê Sîpanê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Çiyayê Sîpanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20913,Cografya,5,answers,Ravekirina 'çiyayê volkanîk ê bilind û berfîn ê li bakurê Gola Wanê' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Sîpanê' û qada cografya re girêdayî ye.
offline_curated_20917,Cografya,4,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'Çiyayê Sîpanê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Çiyayê Sîpanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20918,Cografya,5,answers,"Di gotûbêja dersê de, ravekirina 'çiyayê volkanîk ê bilind û berfîn ê li bakurê Gola Wanê' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Sîpanê' û qada cografya re girêdayî ye.
offline_curated_20922,Cografya,4,answers,"Di nirxandina xwendekaran de, di xwendina cografya de têgeha 'Çiyayê Sîpanê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Çiyayê Sîpanê' di vê kategoriyê de têgeheke giring e.
offline_curated_20923,Cografya,5,answers,"Di nirxandina xwendekaran de, ravekirina 'çiyayê volkanîk ê bilind û berfîn ê li bakurê Gola Wanê' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Çiyayê Sîpanê' û qada cografya re girêdayî ye.
offline_curated_20927,Cografya,5,answers,Di xwendina cografya de têgeha 'Geliyê Zapê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Geliyê Zapê' di vê kategoriyê de têgeheke giring e.
offline_curated_20928,Cografya,1,answers,Ravekirina 'geliyê kûr û teng ê ku ava Zapê ya hov tê re diherike ber bi başûr ve' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Geliyê Zapê' û qada cografya re girêdayî ye.
offline_curated_20932,Cografya,5,answers,Di xwendina cografya de têgeha 'Geliyê Zapê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Geliyê Zapê' di vê kategoriyê de têgeheke giring e.
offline_curated_20933,Cografya,1,answers,Ravekirina 'geliyê kûr û teng ê ku ava Zapê ya hov tê re diherike ber bi başûr ve' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Geliyê Zapê' û qada cografya re girêdayî ye.
offline_curated_20937,Cografya,5,answers,Di xwendina cografya de têgeha 'Geliyê Zapê' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Geliyê Zapê' di vê kategoriyê de têgeheke giring e.
offline_curated_20938,Cografya,1,answers,Ravekirina 'geliyê kûr û teng ê ku ava Zapê ya hov tê re diherike ber bi başûr ve' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Geliyê Zapê' û qada cografya re girêdayî ye.
offline_curated_20942,Cografya,5,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'Geliyê Zapê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Geliyê Zapê' di vê kategoriyê de têgeheke giring e.
offline_curated_20943,Cografya,1,answers,"Di gotûbêja dersê de, ravekirina 'geliyê kûr û teng ê ku ava Zapê ya hov tê re diherike ber bi başûr ve' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Geliyê Zapê' û qada cografya re girêdayî ye.
offline_curated_20947,Cografya,5,answers,"Di nirxandina xwendekaran de, di xwendina cografya de têgeha 'Geliyê Zapê' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Geliyê Zapê' di vê kategoriyê de têgeheke giring e.
offline_curated_20948,Cografya,1,answers,"Di nirxandina xwendekaran de, ravekirina 'geliyê kûr û teng ê ku ava Zapê ya hov tê re diherike ber bi başûr ve' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Geliyê Zapê' û qada cografya re girêdayî ye.
offline_curated_20952,Cografya,1,answers,Di xwendina cografya de têgeha 'Heskîf' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Heskîf' di vê kategoriyê de têgeheke giring e.
offline_curated_20953,Cografya,2,answers,Ravekirina 'bajarê kevnar û dîrokî yê li ser çemê Dîcleyê ku xwedî şikeftên bêhempa ye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Heskîf' û qada cografya re girêdayî ye.
offline_curated_20957,Cografya,1,answers,Di xwendina cografya de têgeha 'Heskîf' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Heskîf' di vê kategoriyê de têgeheke giring e.
offline_curated_20958,Cografya,2,answers,Ravekirina 'bajarê kevnar û dîrokî yê li ser çemê Dîcleyê ku xwedî şikeftên bêhempa ye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Heskîf' û qada cografya re girêdayî ye.
offline_curated_20962,Cografya,1,answers,Di xwendina cografya de têgeha 'Heskîf' wekî mijareke bingehîn dikare were nirxandin.,Rast | Şaş,Rast,'Heskîf' di vê kategoriyê de têgeheke giring e.
offline_curated_20963,Cografya,2,answers,Ravekirina 'bajarê kevnar û dîrokî yê li ser çemê Dîcleyê ku xwedî şikeftên bêhempa ye' bi tevahî ji qada cografya dûr e.,Rast | Şaş,Şaş,Ev ravekirin bi 'Heskîf' û qada cografya re girêdayî ye.
offline_curated_20967,Cografya,1,answers,"Di gotûbêja dersê de, di xwendina cografya de têgeha 'Heskîf' wekî mijareke bingehîn dikare were nirxandin.",Rast | Şaş,Rast,'Heskîf' di vê kategoriyê de têgeheke giring e.
offline_curated_20968,Cografya,2,answers,"Di gotûbêja dersê de, ravekirina 'bajarê kevnar û dîrokî yê li ser çemê Dîcleyê ku xwedî şikeftên bêhempa ye' bi tevahî ji qada cografya dûr e.",Rast | Şaş,Şaş,Ev ravekirin bi 'Heskîf' û qada cografya re girêdayî ye.
