candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,source_entity,translation_status,editorial_status,controlled_disposition,controlled_note
wikidata_0695,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Iceland?,Icelandic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q189,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0696,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Mexico?,Spanish,Dogon,Bobo,Guarani,A,http://www.wikidata.org/entity/Q96,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0697,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Finland?,Swedish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q33,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0698,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with United States?,Spanish,Dogon,Bobo,Guarani,A,http://www.wikidata.org/entity/Q30,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0699,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Finland?,Finnish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q33,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0700,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with United States?,Hawaiian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q30,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0701,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Estonia?,Estonian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q191,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0702,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Ethiopia?,Amharic,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q115,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0703,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Austria?,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q40,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0704,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Poland?,Polish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q36,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0705,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Denmark?,Danish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q35,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0706,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Ireland?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q27,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0707,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Ireland?,Irish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q27,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0708,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Mexico?,Yucatec Maya,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q96,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0709,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Russia?,Russian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q159,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0710,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Ghana?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q117,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0711,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Brazil?,Portuguese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q155,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0712,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Turkey?,Turkish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q43,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0713,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Czech Republic?,Czech,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q213,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0714,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Zulu,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0715,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0716,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Xhosa,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0717,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Swazi,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0718,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Montenegro?,Montenegrin,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q236,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0719,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Belgium?,Dutch,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q31,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0720,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Venda,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0721,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Portugal?,Portuguese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q45,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0722,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Barbados?,Bajan Creole,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q244,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0723,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Belgium?,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q31,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0724,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Belgium?,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q31,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0725,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Switzerland?,Romansh,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q39,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0726,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with People's Republic of China?,Putonghua,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q148,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0727,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Norway?,Nynorsk,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q20,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0728,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Switzerland?,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q39,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0729,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Switzerland?,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q39,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0730,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Switzerland?,Italian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q39,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0731,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Norway?,Norwegian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q20,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0732,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Norway?,Bokmål,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q20,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0733,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with United Kingdom?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q145,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0734,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Azerbaijan?,Azerbaijani,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q227,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0735,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Cyprus?,Turkish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q229,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0736,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Tswana,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0737,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Slovenia?,Slovene,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q215,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0738,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Afrikaans,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0739,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Austria?,Austrian Sign Language,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q40,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0740,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Norway?,Sámi,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q20,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0741,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Bulgaria?,Bulgarian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q219,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0742,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Luxembourg?,German,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q32,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0743,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Luxembourg?,Luxembourgish,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q32,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0744,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Luxembourg?,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q32,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0745,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Northern Sotho,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0746,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Sesotho,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0747,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with South Africa?,Tsonga,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q258,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0748,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Indonesia?,Indonesian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q252,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0749,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Romania?,Romanian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q218,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0750,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Azerbaijan?,Azerbaijani Sign Language,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q227,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0751,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Cyprus?,Modern Greek,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q229,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0752,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Albania?,Albanian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q222,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0753,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Mexico?,nahuatl,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q96,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0754,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Kenya?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q114,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0755,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Belize?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q242,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0756,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Barbados?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q244,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0757,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Malta?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q233,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0758,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Greece?,Greek,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q41,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0759,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with North Macedonia?,Albanian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q221,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0760,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Vatican City?,Latin,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q237,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0761,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Kenya?,Swahili,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q114,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0762,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with North Macedonia?,Macedonian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q221,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0763,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Malta?,Maltese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q233,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0764,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with San Marino?,Italian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q238,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0765,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Vatican City?,Italian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q237,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0766,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Slovakia?,Slovak,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q214,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0767,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Italy?,Italian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q38,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0768,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with France?,French,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q142,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0769,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Croatia?,Croatian,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q224,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0770,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Paraguay?,Spanish,Dogon,Bobo,Guarani,A,http://www.wikidata.org/entity/Q733,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0771,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Paraguay?,Guarani,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q733,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0772,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Ecuador?,Shuar,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q736,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0773,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Ecuador?,Northern Quichua,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q736,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,REJECT_DUPLICATE,Exact normalized prompt already exists in the source pool.
wikidata_0774,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Singapore?,Standard Chinese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q334,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0775,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Australia?,Auslan,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q408,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0776,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Timor-Leste?,Portuguese,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q574,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0777,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with India?,English,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q668,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
wikidata_0778,Wikidata SPARQL,CC0,Ziman,UNSET,What is an official or national language associated with Venezuela?,Venezuelan Sign Language,Dogon,Bobo,Spanish,A,http://www.wikidata.org/entity/Q717,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY,TEMPLATE_TRANSLATION_REVIEW,Structured CC0 fact; suitable for controlled Kurmancî template translation and fact check.
