id,category,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,is_approved,question_type,image_url,source_url
offline_2558,Siyaset,ku-kmr,"""Halkların kardeşliği"" ilkesi neyi vurgular?",Demokratik konfederalizm ve demokratik ulus tartışması,Tabandan doğrudan ve sürekli katılımı önceler,Silah bırakma ve örgütsel yapıyı feshetme çağrısı,Farklı halkların eşit ve dayanışmacı birlikteliğini,D,"Halkların kardeşliği, farklı halkların eşit ve dayanışma içinde bir arada yaşamasını vurgular.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2560,Siyaset,ku-kmr,"""Anadilde eğitim"" neden önemli görülür?","Kimlik, dil, statü ve haklar sorunu olarak",Kimliğin ve kültürün kuşaklara aktarımı için,Tabandan katılım ve yerel karar alma,Eşit yurttaşlık ve hakların tanınmasını,B,"Anadilde eğitim, kimliğin, dilin ve kültürün kuşaktan kuşağa aktarımı için önemli görülür.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2592,Siyaset,ku-kmr,Demokratik özerklik hangi alanlarda kendi kendini yönetmeyi hedefler?,"Yerel yönetim, eğitim ve ekonomi gibi alanlarda",Farklı kimlik ve inançların bir arada yaşamasını,Hem reel sosyalizmi hem kapitalizmi olduğu gibi,Silah bırakma ve örgütsel yapıyı feshetme çağrısı,A,"Demokratik özerklik; yerel yönetim, eğitim, ekonomi gibi alanlarda toplumun kendi kendini yönetmesini hedefler.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2622,Siyaset,ku-kmr,"""Özyönetim"" talepleri en çok hangi düzeyde dile getirilir?",Yalnızca uluslararası düzeyde,Hiçbir düzeyde,Yerel/bölgesel düzeyde,Yalnızca bireysel düzeyde,C,Özyönetim talepleri ağırlıkla yerel ve bölgesel düzeyde dile getirilir.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2651,Siyaset,ku-kmr,Demokratik konfederalizm devlete karşı hangi tutumu benimser?,"Devlet-dışı, tabandan örgütlenen öz yönetimi","Devleti aşan, ona alternatif bir öz yönetim",Hem reel sosyalizmi hem kapitalizmi olduğu gibi,Farklı kimlik ve inançların bir arada yaşamasını,B,"Demokratik konfederalizm, devleti ele geçirmeyi değil; onu aşan, alternatif bir toplumsal öz yönetim kurmayı hedefler.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2653,Siyaset,ku-kmr,"""Çoğulculuk"" demokratik ulusta neyi güvence altına alır?",Türkiye’de yasal pro-Kürt/sol-demokratik parti siyaseti,Kapitalist modernite ve merkezi ulus-devlet eleştirisi,"Yerel yönetim, eğitim ve ekonomi gibi alanlarda",Farklı kimlik ve inançların bir arada yaşamasını,D,"Çoğulculuk, demokratik ulusta farklı kimlik ve inançların eşit biçimde bir arada yaşamasını güvence altına alır.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2681,Siyaset,ku-kmr,Kürt kadın hareketi sembolik olarak en çok neyi öne çıkarır?,Kadın dayanışması ve özgürlüğü,"Meclisler, örgütlenme ve müzakere",Yönetimde cinsiyet eşitsizliğine,"Eşitlik, özgürlük ve barışı",A,"Kürt kadın hareketi, sembolik olarak kadın dayanışması ve özgürlüğünü öne çıkarır.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2683,Siyaset,ku-kmr,"""Eş başkanlık"" hangi soruna çözüm olarak sunulur?",Kültürel varoluş ve kimlik,Kürt siyasi yapıları ve belediyeler,Tabandan katılım ve yerel karar alma,Yönetimde cinsiyet eşitsizliğine,D,"Eş başkanlık, yönetimde kadın-erkek eşitsizliğine yapısal bir çözüm olarak sunulur.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2707,Siyaset,ku-kmr,"""Kürt meselesinde demokratik çözüm"" en çok neyi öngörür?",Eşit yurttaşlık ve hakların tanınmasını,Kimliğin ve kültürün kuşaklara aktarımı için,Tabandan katılım ve yerel karar alma,Kota ve eş temsil uygulamalarıyla,A,"Demokratik çözüm, eşit yurttaşlık temelinde kimlik ve hakların tanınmasını öngörür.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2710,Siyaset,ku-kmr,"""Anadil"" hakkı paradigmada en çok neyle ilişkilendirilir?",Yerel/bölgesel düzeyde,Kültürel varoluş ve kimlik,Yerel komünlerden üst meclislere,Kadın dayanışması ve özgürlüğü,B,"Anadil hakkı, kültürel varoluş ve kimliğin sürdürülmesiyle ilişkilendirilir.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2739,Siyaset,ku-kmr,Kadın özgürlüğü toplumsal dönüşümde neden merkezî görülür?,Demokratik konfederalizm ve demokratik ulus tartışması,Farklı halkların eşit ve dayanışmacı birlikteliğini,Toplumun bütününün özgürleşmesinin koşulu sayıldığı için,Silah bırakma ve örgütsel yapıyı feshetme çağrısı,C,"Kadın özgürlüğü, toplumun bütününün özgürleşmesinin temel koşulu olarak görülür.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2741,Siyaset,ku-kmr,"""Barış ve demokratik siyaset"" hangi yöntemi reddeder?",Kadın kotası,Yerel meclis ve komünlerde,Şiddet ve dayatmayı,Kadın dayanışması ve özgürlüğü,C,"Barış ve demokratik siyaset, çözüm yöntemi olarak şiddet ve dayatmayı reddeder.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2768,Siyaset,ku-kmr,"""Demokratik siyaset"" hangi araçlarla yürür?","Meclisler, örgütlenme ve müzakere",Hayır; çok dillilik esastır,Yönetimde cinsiyet eşitsizliğine,Tabandan katılım ve yerel karar alma,A,"Demokratik siyaset; meclisler, örgütlenme ve müzakere yoluyla yürür.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2771,Siyaset,ku-kmr,"""Çözüm süreci"" hangi anlayışa dayanır?",Hayır; çok dillilik esastır,Müzakere ve demokratik çözüme,Müzakere yoluyla demokratik çözüm,Yönetimde cinsiyet eşitsizliğine,B,"Çözüm süreci, müzakere ve demokratik çözüm anlayışına dayanır.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_2795,Siyaset,ku-kmr,"""Rojava"" yönetim modeli en çok neyiyle dikkat çekmiştir?",Kadın özgürlüğü ve çoğulcu öz yönetimle,"Meclisler, örgütlenme ve müzakere",Tabandan katılım ve yerel karar alma,Kürt siyasi yapıları ve belediyeler,A,"Rojava modeli, kadın özgürlüğü ve farklı halkların çoğulcu öz yönetimiyle dikkat çekmiştir.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2798,Siyaset,ku-kmr,"""Demokratik ulus"" projesinde ortak bir dil dayatması var mıdır?",Hayır; çok dillilik esastır,"Evet, tek dil zorunludur",Dil tümüyle yasaktır,"Evet, yalnızca Kürtçe",A,Demokratik ulusta tek dil dayatması yoktur; çok dillilik ve çoğulluk esastır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2821,Siyaset,ku-kmr,"""Eş başkanlık"" ağırlıkla ilk olarak nerede uygulanmıştır?",Kürt siyasi yapıları ve belediyeler,Kadın özgürlüğü ve çoğulcu öz yönetimle,Kadın özgürlüğü ve özerk örgütlenme,Belediye ve parti yönetimlerinde,A,"Eş başkanlık, ağırlıkla Kürt siyasi yapıları ve belediyelerde uygulanmaya başlamıştır.",4,true,multiple_choice,,zankurd_seed_rich_v2
offline_2823,Siyaset,ku-kmr,"""Demokratik çözüm"" hangi değerleri önceler?","Sınır, ordu ve bayrağı","Eşitlik, özgürlük ve barışı","Hiyerarşi, zenginlik ve gücü","Rekabet, kâr ve mülkiyeti",B,"Demokratik çözüm; eşitlik, özgürlük ve barış değerlerini önceler.",3,true,multiple_choice,,zankurd_seed_rich_v2
offline_12642,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'anayasal güvence' kavramının en uygun açıklamasıdır?,Kürt siyasi yapıları ve belediyeler,hakların kanunla koruma altına alınması,halkların kendi diliyle eğitim alma hakkı,halkın siyasi kararlara bizzat dahil olması,B,'anayasal güvence' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12643,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'meşruiyet' teriminin doğru tanımıdır?,Silah bırakma ve örgütsel yapıyı feshetme çağrısı,"protesto, örgütlenme ve ifade özgürlüğü hakları",yönetimin halkın rızasına ve hukuka uygun olması,"Yerel yönetim, eğitim ve ekonomi gibi alanlarda",C,'meşruiyet' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12644,Siyaset,ku-kmr,Kürdistan/Kürt çalışmaları çerçevesinde 'çoğulcu demokrasi' ne şekilde yorumlanır?,tabandan doğrudan katılımı öncelikli kılan demokrasi,baskı ve tasfiye yerine diyalogu seçen siyaset tarzı,sadece çoğunluğun değil azınlığın da dinlendiği yapı,Yasal düzenlemeler ve demokratik entegrasyon adımları,C,'çoğulcu demokrasi' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12645,Siyaset,ku-kmr,'Anadili hakkı' kavramı tarihsel süreçte siyaset gelişimine katkı sağlamıştır.,Rast,Şaş,-,-,A,'anadili hakkı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_12646,Siyaset,ku-kmr,'siyasi ahlak' kavramı siyaset açısından neyi ifade eder?,Kapitalist modernite ve merkezi ulus-devlet eleştirisi,"Müzakere, demokratik reform ve hakların güvenceye alınması",siyasette dürüstlük ve toplumsal yararı önceleme ilkeleri,geçmişteki acıları araştırıp toplumsal barışı kuran kurul,C,'siyasi ahlak' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_12647,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'adil yargılanma' kavramının temel niteliğidir?,kararların tek lider yerine kurullarla alınması,bağımsız ve tarafsız mahkemelerde savunma hakkı,yönetimin halkın rızasına ve hukuka uygun olması,farklı muhalif grupların ortak barış platformu,B,'adil yargılanma' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_12648,Siyaset,ku-kmr,'sivil itaatsizlik' kavramı hakkında yapılan araştırmalarda hangisi vurgulanır?,barışçıl çözüm için toplumun ortak karara varması,her bireyin doğuştan sahip olduğu evrensel haklar,adaletsiz yasalara karşı barışçıl protesto biçimi,çatışmaları silah yerine diyalogla çözme iradesi,C,'sivil itaatsizlik' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_12649,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'yerel özerklik şartı' teriminin doğru tanımıdır?,baskı ve tasfiye yerine diyalogu seçen siyaset tarzı,siyasette kadın katılımını güvenceye alan yasal oran,yerel yönetimlerin gücünü artıran uluslararası belge,kendi yasalarını yapabilen yerel parlamento yetkisi,C,'yerel özerklik şartı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12650,Siyaset,ku-kmr,Aşağıdaki seçeneklerden hangisi 'siyasi katılım' kavramını tanımlar?,farklı kimliklerin ve inançların eşit kabul edilmesi,vatandaşların karar alma süreçlerine müdahil olması,sadece çoğunluğun değil azınlığın da dinlendiği yapı,tabandan doğrudan katılımı öncelikli kılan demokrasi,B,'siyasi katılım' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12651,Siyaset,ku-kmr,"'yerel demokrasi' kavramı, toplumsal bilinç ve siyaset açısından neyi ifade eder?","Yerel yönetim, eğitim ve ekonomi gibi alanlarda",Kimliğin ve kültürün kuşaklara aktarımı için,"Devleti aşan, ona alternatif bir öz yönetim",kararların halka en yakın birimlerde alınması,D,'yerel demokrasi' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_12652,Siyaset,ku-kmr,'toplumsal muhalefet' denildiğinde siyaset açısından ne anlaşılmalıdır?,baskı ve tasfiye yerine diyalogu seçen siyaset tarzı,Yasal düzenlemeler ve demokratik entegrasyon adımları,Demokratik konfederalizm ve demokratik ulus tartışması,resmi yönetime karşı halkın barışçıl tepki örgütlenmesi,D,'toplumsal muhalefet' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_12653,Siyaset,ku-kmr,'Siyaset' alanı yalnızca 'anayasal güvence' dışındaki konuları inceler.,Rast,Şaş,-,-,B,'anayasal güvence' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,true_false,,zankurd_seed_rich_v2
offline_12654,Siyaset,ku-kmr,Aşağıdaki seçeneklerden hangisi 'parti eş başkanlığı' kavramını tanımlar?,kararların tek lider yerine kurullarla alınması,çoğunluğa karşı farklı olan grupların korunması,farklı muhalif grupların ortak barış platformu,partilerde kadının eşit söz sahibi olma sistemi,D,'parti eş başkanlığı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12655,Siyaset,ku-kmr,'hakikat komisyonu' teriminin siyaset bağlamındaki karşılığı nedir?,geçmişteki acıları araştırıp toplumsal barışı kuran kurul,Türkiye’de yasal pro-Kürt/sol-demokratik parti siyaseti,"Müzakere, demokratik reform ve hakların güvenceye alınması","Kimlik, dil, kültürel haklar, statü ve demokratik temsil",A,'hakikat komisyonu' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_12656,Siyaset,ku-kmr,Kürdistan/Kürt çalışmaları çerçevesinde 'barışçıl çözüm' ne şekilde yorumlanır?,Farklı kimlik ve inançların bir arada yaşamasını,tüm farklı kesimleri kapsayan özgürlükçü anayasa,çatışmaları silah yerine diyalogla çözme iradesi,Hem reel sosyalizmi hem kapitalizmi olduğu gibi,C,'barışçıl çözüm' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12657,Siyaset,ku-kmr,'Siyaset' alanında 'demokratik anayasa' konusunun yeri nedir?,"Yerel yönetim, eğitim ve ekonomi gibi alanlarda",tüm farklı kesimleri kapsayan özgürlükçü anayasa,bağımsız ve tarafsız mahkemelerde savunma hakkı,Hem reel sosyalizmi hem kapitalizmi olduğu gibi,B,'demokratik anayasa' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12658,Siyaset,ku-kmr,'toplumsal adalet' kavramı siyaset açısından neyi ifade eder?,Silah bırakma ve örgütsel yapıyı feshetme çağrısı,"Yerel yönetim, eğitim ve ekonomi gibi alanlarda","protesto, örgütlenme ve ifade özgürlüğü hakları",kaynakların ve hakların eşit paylaşılması ilkesi,D,'toplumsal adalet' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_12659,Siyaset,ku-kmr,Siyaset bağlamında 'yerel irade' sadece teknik veya önemsiz bir detaydır.,Rast,Şaş,-,-,B,'yerel irade' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_12660,Siyaset,ku-kmr,'toplumsal barış' teriminin siyaset bağlamındaki karşılığı nedir?,Demokratik konfederalizm ve demokratik ulus tartışması,Toplumun bütününün özgürleşmesinin koşulu sayıldığı için,Yasal düzenlemeler ve demokratik entegrasyon adımları,farklı etnik ve inanç gruplarının huzurlu birlikteliği,D,'toplumsal barış' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_12661,Siyaset,ku-kmr,Aşağıdaki seçeneklerden hangisi 'siyasi özerklik' kavramını tanımlar?,Farklı halkların eşit ve dayanışmacı birlikteliğini,toplumun dışarıdan baskı olmadan kendini yönetmesi,yerel yönetimlerin gücünü artıran uluslararası belge,kendi yasalarını yapabilen yerel parlamento yetkisi,D,'siyasi özerklik' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12662,Siyaset,ku-kmr,'ademi merkeziyetçilik' denildiğinde siyaset açısından ne anlaşılmalıdır?,"Yerel yönetim, eğitim ve ekonomi gibi alanlarda",çatışmaları silah yerine diyalogla çözme iradesi,gücün tek merkezden yerel birimlere dağıtılması,partilerde kadının eşit söz sahibi olma sistemi,C,'ademi merkeziyetçilik' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_12663,Siyaset,ku-kmr,Siyaset bağlamında 'sivil katılım' en çok hangi alanla veya tanımla ilişkilidir?,dernekler ve inisiyatiflerle yönetime müdahil olma,tüm farklı kesimleri kapsayan özgürlükçü anayasa,resmi ve kamusal alanlarda anadilinin kullanılması,Farklı halkların eşit ve dayanışmacı birlikteliğini,A,'sivil katılım' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12664,Siyaset,ku-kmr,Siyaset bağlamında 'özyönetim hakkı' en çok hangi alanla veya tanımla ilişkilidir?,toplumun dışarıdan baskı olmadan kendini yönetmesi,barışçıl çözüm için toplumun ortak karara varması,yerelde kendi kendini yönetme ve karar alma statüsü,Silah bırakma ve örgütsel yapıyı feshetme çağrısı,A,'özyönetim hakkı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12665,Siyaset,ku-kmr,'özyönetim hakkı' teriminin siyaset bağlamındaki karşılığı nedir?,Silah bırakma ve örgütsel yapıyı feshetme çağrısı,barışçıl çözüm için toplumun ortak karara varması,belediyeler ve yerel kurulların oluşturduğu yönetim,toplumun dışarıdan baskı olmadan kendini yönetmesi,D,'özyönetim hakkı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,multiple_choice,,zankurd_seed_rich_v2
offline_12666,Siyaset,ku-kmr,Siyaset bağlamında 'temsili demokrasi' en çok hangi alanla veya tanımla ilişkilidir?,dernekler ve inisiyatiflerle yönetime müdahil olma,halkın sadece seçimlerle yönetime katıldığı sistem,toplumun savaşsız bir ortamda yaşama evrensel hakkı,kendi yasalarını yapabilen yerel parlamento yetkisi,B,'temsili demokrasi' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12667,Siyaset,ku-kmr,'Siyaset' bağlamında 'toplumsal adalet' tamamen uydurma bir terimdir.,Rast,Şaş,-,-,B,'toplumsal adalet' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_12668,Siyaset,ku-kmr,'Siyaset' araştırmalarında 'kuvvetler ayrılığı' neyi açıklar?,Tabandan doğrudan ve sürekli katılımı önceler,kararların halka en yakın birimlerde alınması,"yasama, yürütme ve yargının bağımsız olması","Devlet-dışı, tabandan örgütlenen öz yönetimi",C,'kuvvetler ayrılığı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12669,Siyaset,ku-kmr,Aşağıdaki terimlerden hangisi 'yerel yönetim' ile yakın bir anlama sahiptir?,toplumun dışarıdan baskı olmadan kendini yönetmesi,dernekler ve inisiyatiflerle yönetime müdahil olma,belediyeler ve yerel kurulların oluşturduğu yönetim,Farklı halkların eşit ve dayanışmacı birlikteliğini,C,'yerel yönetim' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_12670,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'radikal demokrasi' kavramının temel niteliğidir?,farklı kimliklerin ve inançların eşit kabul edilmesi,yerelde kendi kendini yönetme ve karar alma statüsü,tabandan doğrudan katılımı öncelikli kılan demokrasi,toplumun savaşsız bir ortamda yaşama evrensel hakkı,C,'radikal demokrasi' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_12671,Siyaset,ku-kmr,'Siyaset' alanında 'anadili hakkı' konusunun yeri nedir?,kendi yasalarını yapabilen yerel parlamento yetkisi,vatandaşların karar alma süreçlerine müdahil olması,resmi ve kamusal alanlarda anadilinin kullanılması,adaletsiz yasalara karşı barışçıl protesto biçimi,C,'anadili hakkı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12672,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'siyasi ahlak' kavramının en uygun açıklamasıdır?,siyasette dürüstlük ve toplumsal yararı önceleme ilkeleri,Yasal düzenlemeler ve demokratik entegrasyon adımları,Kapitalist modernite ve merkezi ulus-devlet eleştirisi,"Müzakere, demokratik reform ve hakların güvenceye alınması",A,'siyasi ahlak' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12673,Siyaset,ku-kmr,'Sivil itaatsizlik' terimi siyaset kavramsal çerçevesinde yer alır.,Rast,Şaş,-,-,A,'sivil itaatsizlik' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,4,true,true_false,,zankurd_seed_rich_v2
offline_12674,Siyaset,ku-kmr,'Ademi merkeziyetçilik' kavramı Siyaset çalışmalarında önemli bir başlık olarak kabul edilir.,Rast,Şaş,-,-,A,'ademi merkeziyetçilik' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_12675,Siyaset,ku-kmr,'Siyaset' araştırmalarında 'idari özerklik' neyi açıklar?,partilerde kadının eşit söz sahibi olma sistemi,yerel bütçe ve hizmetleri kendi yönetme hakkı,bağımsız ve tarafsız mahkemelerde savunma hakkı,kararların halka en yakın birimlerde alınması,B,'idari özerklik' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12676,Siyaset,ku-kmr,'Anadili hakkı' kavramı Siyaset alanıyla doğrudan ilişkilidir.,Rast,Şaş,-,-,A,'anadili hakkı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_12677,Siyaset,ku-kmr,Siyaset bağlamında 'insan hakları' en çok hangi alanla veya tanımla ilişkilidir?,Silah bırakma ve örgütsel yapıyı feshetme çağrısı,her bireyin doğuştan sahip olduğu evrensel haklar,yönetimin halkın rızasına ve hukuka uygun olması,Farklı kimlik ve inançların bir arada yaşamasını,B,'insan hakları' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12678,Siyaset,ku-kmr,'Siyaset' bağlamında 'azınlık hakları' tamamen uydurma bir terimdir.,Rast,Şaş,-,-,B,'azınlık hakları' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_12679,Siyaset,ku-kmr,'sivil itaatsizlik' denildiğinde siyaset açısından ne anlaşılmalıdır?,adaletsiz yasalara karşı barışçıl protesto biçimi,çatışmaları silah yerine diyalogla çözme iradesi,tüm farklı kesimleri kapsayan özgürlükçü anayasa,çoğunluğa karşı farklı olan grupların korunması,A,'sivil itaatsizlik' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,multiple_choice,,zankurd_seed_rich_v2
offline_12680,Siyaset,ku-kmr,'Statü hakkı' kavramı Siyaset alanıyla doğrudan ilişkilidir.,Rast,Şaş,-,-,A,'statü hakkı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,3,true,true_false,,zankurd_seed_rich_v2
offline_12681,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'müzakere' kavramının en uygun açıklamasıdır?,sorunları diyalog yoluyla çözme yöntemi,yerel kararların alındığı halk meclisleri,hakların kanunla koruma altına alınması,halkın siyasi kararlara bizzat dahil olması,A,'müzakere' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12682,Siyaset,ku-kmr,'toplumsal muhalefet' hakkında verilen bilgilerden hangisi en doğrudur?,'resmi yönetime karşı halkın barışçıl tepki örgütlenmesi' ile doğrudan ilişkilidir.,"Toplumsal cinsiyet eşitliği, ekoloji, çoğulculuk ve demokratik ilkeler","Kimlik, dil, kültürel haklar, statü ve demokratik temsil",resmi yönetime karşı halkın barışçıl tepki örgütlenmesi,A,'toplumsal muhalefet' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_12683,Siyaset,ku-kmr,Aşağıdaki seçeneklerden hangisi 'statü hakkı' kavramını tanımlar?,yerel yönetimlerin gücünü artıran uluslararası belge,halkların kendi kimliğiyle tanınma ve yönetilme hakkı,farklı etnik ve inanç gruplarının huzurlu birlikteliği,farklı kimliklerin ve inançların eşit kabul edilmesi,B,'statü hakkı' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
offline_12684,Siyaset,ku-kmr,Siyaset bağlamında 'demokratik ittifaklar' en çok hangi alanla veya tanımla ilişkilidir?,farklı muhalif grupların ortak barış platformu,Tabandan doğrudan ve sürekli katılımı önceler,"Yerel yönetim, eğitim ve ekonomi gibi alanlarda",çatışmalı ortamı diyalogla sonlandırma aşaması,A,'demokratik ittifaklar' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,1,true,multiple_choice,,zankurd_seed_rich_v2
offline_12685,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'katılımcı bütçe' ile ilgili temel kavramlardan biridir?,barışçıl çözüm için toplumun ortak karara varması,bütçe harcamalarını halkın meclislerle belirlemesi,yerelde kendi kendini yönetme ve karar alma statüsü,toplumun dışarıdan baskı olmadan kendini yönetmesi,B,'katılımcı bütçe' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,4,true,multiple_choice,,zankurd_seed_rich_v2
offline_12686,Siyaset,ku-kmr,'Toplumsal adalet' kavramı Siyaset çalışmalarında önemli bir başlık olarak kabul edilir.,Rast,Şaş,-,-,A,'toplumsal adalet' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,5,true,true_false,,zankurd_seed_rich_v2
offline_12687,Siyaset,ku-kmr,Aşağıdakilerden hangisi 'anayasal güvence' teriminin doğru tanımıdır?,hakların kanunla koruma altına alınması,ortak yararda partilerin bir araya gelmesi,Kadın-erkek eşit temsili ve ortak yönetimi,"Kimlik, dil, statü ve haklar sorunu olarak",A,'anayasal güvence' kavramı hakkında siyaset bağlamında bilgi edindirme amaçlanmıştır.,2,true,multiple_choice,,zankurd_seed_rich_v2
