candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,translation_status,editorial_status
opentdb_remaining_0628,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,"Which animal features on the logo for Abarth, the motorsport division of Fiat?",Scorpion,Snake,Bull,Horse,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0629,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,Which one of the following is not made by Ford?,Camry,Fusion,Model A,F-150,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0630,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,Which of these is NOT a car model produced by Malaysian car manufacturer Proton?,Kelisa,Saga,Perdana,Inspira,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0631,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,"What part of an automobile engine uses lobes to open and close intake and exhaust valves, and allows an air/fuel mixture into the engine?",Camshaft,Piston,Drive shaft,Crankshaft,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0632,Open Trivia Database API,CC BY-SA 4.0,Vehicles,easy,Automobiles produced by Tesla Motors operate on which form of energy?,Electricity,Gasoline,Diesel,Nuclear,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0633,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,Which country has the international vehicle registration letter 'A'?,Austria,Afghanistan,Australia,Armenia,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0634,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,What engine is in the Lexus SC400?,1UZ-FE,2JZ-GTE,7M-GTE,5M-GE,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0635,Open Trivia Database API,CC BY-SA 4.0,Vehicles,easy,Jaguar Cars was previously owned by which car manfacturer?,Ford,Chrysler,General Motors,Fiat,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0636,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,What do the 4 Rings in Audi's Logo represent?,Previously independent automobile manufacturers,States in which Audi makes the most sales,Main cities vital to Audi,Countries in which Audi makes the most sales,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0637,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,What year did the Chevrolet LUV mini truck make its debut?,1972,1982,1975,1973,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0638,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,What nickname was given to Air Canada Flight 143 after it ran out of fuel and glided to safety in 1983?,Gimli Glider,Gimli Microlight,Gimli Chaser,Gimli Superb,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0639,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,"What kind of train was Stepney, a train on the Bluebell Railway notable for his appearance in ""The Railway Series""?",LB&SCR A1X,LB&SCR E2,LB&SCR J1,LB&SCR D1,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0640,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,Which Variable Valve Timing technology is used by BMW?,VANOS,VVT-iw,VVEL,MultiAir,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0641,Open Trivia Database API,CC BY-SA 4.0,Vehicles,easy,What is the fastest road legal car in the world?,Koenigsegg Agera RS,Hennessy Venom GT,Bugatti Veyron Super Sport,Pagani Huayra BC,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0642,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,Which of the following countries has officially banned the civilian use of dash cams in cars?,Austria,United States,Czechia,South Korea,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0643,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,Which of the following Union Pacific 'Big Boy' locomotives was restored to working order in 2019?,4014,4012,4004,4000,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0644,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,Which supercar company is from Sweden?,Koenigsegg,Bugatti,Lamborghini,McLaren,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0645,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,The difference between the lengths of a Boeing 777-300ER and an Airbus A350-1000 is closest to:,0.1m,1m,10m ,100m,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0646,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,Which one of the following is NOT a sub-company of the Volkswagen Group?,Opel,Porsche,Bugatti,Bentley,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0647,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,Which Audi does not use Haldex based all wheel drive system?,Audi A8,Audi TT,Audi S3,Audi A3,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0648,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,What was the aircraft registration for the last Concorde built?,G-BOAF,F-BTSC,G-BOAC,F-BVFF,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0649,Open Trivia Database API,CC BY-SA 4.0,Vehicles,easy,How many wheels does a unicycle have?,1,4,3,6,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0650,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,Which of the following passenger jets is the longest?,Boeing 747-8,Airbus A350-1000,Airbus A330-200,Boeing 787-10,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0651,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"In Calvin and Hobbes, what is the name of Susie's stuffed rabbit?",Mr. Bun,Mr. Bunbun,Mr. Rabbit,Mr. Hoppy,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0652,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,What was the name of the first Robin in the Batman comics?,Dick Grayson,Bruce Wayne,Jason Todd,Tim Drake,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0653,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,"What is the alter-ego of the DC comics character ""Superman""?",Clark Kent,Bruce Wayne,Arthur Curry,John Jones,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0654,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,hard,Which pulp hero made appearances in Hellboy and BPRD comics before getting his own spin-off?,Lobster Johnson,Roger the Homunculus,The Spider,The Wendigo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0655,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,What is Homestuck character Gamzee's last name?,Makara,Makera,Makare,Makrea,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0656,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,The main six year old protagonist in Calvin and Hobbes is named after what theologian?,John Calvin,Calvin Klein,Calvin Coolidge,Phillip Calvin McGraw,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0657,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,hard,"In the Homestuck Series, what is the alternate name for the Kingdom of Lights?",Prospit,No Name,Golden City,Yellow Moon,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0658,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,Which one of these superhero teams appears in the Invincible comics?,Guardians of the Globe,Avengers,Justice League,Teenage Mutant Ninja Turtles,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0659,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"What is the real name of the ""Master Of Magnetism"" Magneto?",Max Eisenhardt,Charles Xavier,Pietro Maximoff,Johann Schmidt,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0660,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,Who was the inspiration for Cuthbert Calculus in the Tintin series?,Auguste Picard,Jacques Piccard,Will Morris,J. Cecil Maby,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0661,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,What otherworldly land does Thor come from?,Asgard,Midgard,Jotunheim,Sovengarde,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0662,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"In Calvin and Hobbes, what is the name of the babysitter's boyfriend?",Charlie,Dave,Charles,Nathaniel,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0663,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,"In Black Hammer, what city did the heroes save from the Anti-God?",Spiral City,Mega-City One,Rockwood,Star City,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0664,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,"In ""Homestuck"" what is Dave Strider's guardian?",Bro,Becquerel,Doc Scratch,Halley,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0665,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,"Who is the creator of the comic series ""The Walking Dead""?",Robert Kirkman,Stan Lee,Malcolm Wheeler-Nicholson,Robert Crumb,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0666,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,Which of the following superheros did Wonder Woman NOT have a love interest in?,Green Arrow,Superman,Batman,Steve Trevor,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0667,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,What is the full first name of the babysitter in Calvin and Hobbes?,Rosalyn,Rose,Ruby,Rachel,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0668,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,What is the designation given to the Marvel Cinematic Universe?,Earth-199999,Earth-616,Earth-10005,Earth-2008,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0669,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,hard,When was the Garfield comic first published?,1978,1982,1973,1988,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0670,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"Which Doom Patrol member was a later addition, first appearing in 1989?",Crazy Jane,Elast-Girl,Robotman,Negative Man,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0671,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"Which ""Green Arrow"" sidekick commonly wears a baseball cap?",Roy Harper,Black Canary,Emiko Queen,Dick Grayson,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0672,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,"In ""Homestuck"" the ""Kingdom of Darkness"" is also known as?",Derse,Skaia,Prospit,The Medium,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0673,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,What is Hellboy's true name?,Anung Un Rama,Right Hand of Doom,Ogdru Jahad,Azzael,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0674,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"In the Hellboy universe, who founded the BPRD?",Trevor Bruttenholm,Kate Corrigan,Johann Kraus,Benjamin Daimio,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0675,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,hard,"In 1978, Superman teamed up with what celebrity, to defeat an alien invasion?",Muhammad Ali,Mike Tyson,Sylvester Stallone,Arnold Schwarzenegger,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0676,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,Who created Ultron of Earth-616?,Henry Pym,Amadeus Cho,Tony Stark,Reed Richards,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0677,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,Who is Batman?,Bruce Wayne,Clark Kent,Barry Allen,Tony Stark,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0678,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,What's the race of Invincible's father?,Viltrumite,Kryptonian,Kree,Irken,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0679,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,hard,"In the Hellboy universe, what was Abe Sapien's birth name?",Langdon Everett Caul,Lord Baltimore,Sir Edward Grey,Landis Pope,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0680,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,Which planet did Superman come from?,Krypton,Avalon,Xolnar,Starhaven,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0681,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"In ""Sonic the Hedgehog"" comic, who was the creator of Roboticizer? ",Professor Charles the Hedgehog,Julian Robotnik,Ivo Robotnik,Snively Robotnik,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0682,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,hard,"In the ""Archie"" comics, who was Jughead's first girlfriend?",Joani,Ethel,Debbi,Margret,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0683,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,Who was the first American Vampire (Scott Snyder's American Vampire)?,Skinner Sweet,Hattie Hargrove,Pearl Jones,"James ""Jim"" Book",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0684,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,Who is the second person to take up the mantle of Night Owl in the Watchmen graphic novel?,Daniel Dreiberg,Nelson Gardner,Hollis Mason,Adrian Veidt,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0685,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,When was Marvel Comics founded?,1939,1932,1951,1936,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0686,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"The success of DC Comics' Swamp Thing, Sandman, and other books in a similar style, led to the creation of what new imprint in 1993?",Vertigo,Impact,New Universe,Red Circle,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0687,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,What's the name of Batman's parents?,Thomas & Martha,Joey & Jackie,Jason & Sarah,Todd & Mira,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0688,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"In Marvel comics, which of the following is not one of the infinity stones?",Energy,Time,Power,Soul,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0689,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,Which superhero is known for his super speed?,Flash,Superman,Batman,Spiderman,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0690,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,hard,"What are the names of the two ""Canon fan trolls"" in ""Homestuck""?",Mierfa Durgas and Nektan Whelan,The Wrycrown and Voksea Olkido,Aikter Frekik and Xagrai Ollomu,Grekei Ceknux and Riya Camacho,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0691,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"In Marvel Comics, Taurus is the founder and leader of which criminal organization?",Zodiac,Scorpio,Tiger Mafia,The Union,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0692,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,hard,What year was the first San Diego Comic-Con?,1970,2000,1990,1985,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0693,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,Which Batman sidekick is the son of Talia al Ghul?,Damian Wayne,Dick Grayson,Tim Drake,Jason Todd,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0694,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,"According to their longtime nickname, what kind of ""duo"" are Batman & Robin?",Dynamic,Dangerous,Dynastic,Delirious,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0695,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"In Black Hammer, what dimension does Colonel Weird travel through?",Para-Zone,Hyperspace,Mirror Universe,Phantom Zone,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0696,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"In Calvin and Hobbes, what is the name of the principal at Calvin's school?",Mr. Spittle,Mr. Boreman,Mr. Spitling,Mr. Moe,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0697,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,Who authored The Adventures of Tintin?,Hergé,E.P. Jacobs,Rin Tin Tin,Chic Young,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0698,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,"What is the name of the comic about a young boy, and a tiger who is actually a stuffed animal?",Calvin and Hobbes,Winnie the Pooh,Albert and Pogo,Peanuts,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0699,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,medium,What is the real full name of Captain America?,Steven Grant Rogers ,Steven John Rogers,Steven Peggy Rogers,Steven William Rogers,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0700,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Comics,easy,"This Marvel superhero is often called ""The man without fear"".",Daredevil,Thor,Wolverine,Hulk,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0701,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,Which of the following is not a type of computer mouse?,Smoothie mouse,Drum mouse,Trackball mouse,Optical mouse,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0702,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,What does GPS stand for?,Global Positioning System,Global Personal System,General Positioning System,General Personal Satellite,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0703,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,hard,Who built the first laser?,Theodore Harold Maiman,Nikola Tesla,Jack Kilby,Edith Clarke,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0704,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,When did the CD begin to appear on the consumer market?,1982,1992,1972,1962,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0705,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,hard,Which of the following is the standard THX subwoofer crossover frequency?,80 Hz,70 Hz,90 Hz,100 Hz,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0706,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,What was the first Infinity Coaster in the world and where is it located?,"The Smiler, Alton Towers, UK","Madagascar Mad Pursuit, Motiongate Dubai, UAE","Gold Rush, Slagharen, Netherlands ","Monster, Adventureland Altoona, USA",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0707,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,"What is the most significant side venture the popular firearms company, Remington, has pursued?",Typewriters,Blenders,Ceiling Fans,Door Knobs,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0708,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,hard,Which of the following is used to measure blood pressure?,Sphygmomanometer,Barometer,Ruler,Haemoerythrometer,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0709,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,Which buzzword did Apple Inc. use to describe their removal of the headphone jack?,Courage,Innovation,Revolution,Bravery,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0710,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,What is the name of a simple machine that is made up of a stiff arm that can move freely around a fixed point?,Lever,Wedge,Screw,Pulley,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0711,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,hard,Which of the following cellular device companies is NOT headquartered in Asia?,Nokia,LG Electronics,Samsung,HTC,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0712,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,hard,Which round does a WW2 M1 Garand fire?,.30-06,.308,7.62,7.62x51mm,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0713,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,"The term ""battery"" to describe an electrical storage device was coined by?",Benjamin Franklin,Nikola Tesla,Luigi Galvani, Alessandro Volta,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0714,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,What are the base station trackers used for the HTC Vive called?,Lighthouse,Motion,Constellation ,Trackers,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0715,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,"Mobile hardware and software company ""Blackberry Limited"" was founded in which country?",Canada,Norway,United States of America,United Kingdom,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0716,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,What does SSD stand for in the context of computer storage?, Solid State Drive,Software Storage Device,Super Speed Data,Secure System Disk,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0717,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,This former Air Force and NASA engineer is the inventor of the Super Soaker water gun.,Lonnie Johnson,Bruce D'Andrade,Frances Northcutt,Ashitey Trebi-Ollennu,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0718,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,Which gaming console is developed by Sony?,PlayStation,Xbox,Atari,Nintendo Switch,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0719,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,"Apple's Voice Assistant, Siri, debuted on which iPhone?",iPhone 4S,iPhone 6S,iPhone 3GS,iPhone 5S,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0720,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,When was the DVD invented?,1995,2000,1990,1980,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0721,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,What is the SI unit for resistance?,Ohms,Ampheres,Siemens,Volts,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0722,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,When was the compact disc player first released?,1982,1983,1981,1980,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0723,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,easy,When was the Tamagotchi digital pet released?,1996,1989,1992,1990,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0724,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,"Out of all of the NASA Space Shuttles, which 2 have been destroyed in disasters?",Challenger and Columbia,Enterprise and Atlantis,Discovery and Endeavour,None of the Above,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0725,Open Trivia Database API,CC BY-SA 4.0,Science: Gadgets,medium,"Which company designed the ""Betamax"" video cassette format?",Sony,Panasonic,LG,Fujitsu,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0726,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"Which song was the callsign for Stefan Verdemann's KWFM radio station in Urasawa Naoki's ""Monster""?",Over the Rainbow,What a Wonderful World,When You Wish Upon A Star,Singing In The Rain,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0727,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"In ""Black Lagoon"", what colour is Rock's tie?",Teal,Crimson,Dark Brown,Black,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0728,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,hard,"In the superhero anime, ""One Punch Man"", what is the main protagonist's Hero name?",Caped Baldy,Strong Fist,Mad Boxer,Justice Puncher,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0729,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,easy,"In the anime Black Butler, who is betrothed to be married to Ciel Phantomhive?",Elizabeth Midford,Rachel Phantomhive,Alexis Leon Midford,Angelina Dalles,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0730,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,Which studio made Cowboy Bebop?,Sunrise,Bones,Madhouse,Pierriot,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0731,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"In ""JoJo's Bizarre Adventure: Stardust Crusaders"", what is the last name of the protagonist Jotaro?",Kujo,Cujoh,Joestar,Higashikata,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0732,Open Trivia Database API,CC BY-SA 4.0,Entertainment: Japanese Anime & Manga,medium,"Which Japanese music group was formed to produce theme music for the anime ""Guilty Crown""?",Egoist,Goose house,Babymetal,Garnidelia,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
