id,category_key,language_code,prompt,option_a,option_b,option_c,option_d,correct_option,explanation,difficulty,source_title,source_url,publication_status,quality_note
general6_0013,Ziman,ku-kmr,Çima zimanê ku zarok di malê de hîn dibe dikare di destpêka perwerdehiyê de hêja be?,"Ji ber ku ew dikare bibe bingeha têgihiştinê, derbirînê û fêrbûna zimanên din.",Ji ber ku zarok divê tenê bi zimanê malê re bimîne.,Ji ber ku zimanê malê her tim ji zimanên din hêsantir e.,Ji ber ku zimanê malê bi hînkirinê re têkildar nîne.,A,Rêbernameya UNESCO zimanê malê û zimanên din wekî beşên ku dikarin fêrbûn û beşdarbûna zarokan piştgirî bikin dinirxîne.,2,Languages Matter – UNESCO,https://www.unesco.org/en/articles/languages-matter-global-guidance-multilingual-education?hub=370,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0014,Ziman,ku-kmr,"Di polên pirzimanî de, çima materyalên fêrbûnê divê bi şertên herêmî re bên guncandin?","Ji ber ku ziman, çand û şertên fêrbûnê di nav civak û herêmên cuda de yek nînin.",Ji ber ku materyalên hemû welatan her tim wekhev in.,Ji ber ku şertên herêmî di fêrbûnê de bandor nakin.,Ji ber ku guncandin tenê ji bo wêneyan pêwîst e.,A,UNESCO diyar dike ku siyaseta pirzimanî divê bi konteksta civakî û zimanî ya xwendekaran re were guncandin.,3,Languages Matter – UNESCO,https://www.unesco.org/en/articles/languages-matter-global-guidance-multilingual-education?hub=370,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0015,Cografya,ku-kmr,"Li gorî UNESCO, peyzaja çandî çi têkiliyekê di navbera mirovan û hawirdorê de nîşan dide?",Têkiliya dîrokî û zindî ya mirov bi xwezayê û bi awayên bikaranîna erdê.,Tenê dîmenê xwezayî yê bê mirov.,Tenê avahiyên ku li bajaran hatine çêkirin.,Tenê cihên ku qet nehatine bikaranîn.,A,"UNESCO peyzajên çandî wekî cihên ku têkiliya mirovan û hawirdorê, karên erdê û şopên dîrokî nîşan didin dide pênasekirin.",1,Cultural Landscapes – UNESCO World Heritage Centre,https://whc.unesco.org/en/culturallandscape,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general6_0016,Cografya,ku-kmr,Çima parastina peyzajên çandî dikare bi bikaranîna domdar a erdê re têkildar be?,Ji ber ku parastina wan dikare hem nirxên xwezayî biparêze hem jî rêbazên kevneşopî yên bikaranîna erdê bidomîne.,Ji ber ku parastin divê her bikaranîna erdê rawestîne.,Ji ber ku peyzajên çandî ji xwezayê bê girêdan in.,Ji ber ku rêbazên kevneşopî li ser hawirdorê bandor nakin.,A,UNESCO diyar dike ku parastina peyzajên çandî dikare rêbazên domdar ên bikaranîna erdê û nirxên xwezayî biparêze an bihêz bike.,2,Cultural Landscapes – UNESCO World Heritage Centre,https://whc.unesco.org/en/culturallandscape,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0001,Ziman,ku-kmr,"Li gorî Neteweyên Yekbûyî, çima Roj a Navneteweyî ya Zimanên Îşaretan tê pîroz kirin?",Ji bo bal kişandina ser girîngiya zimanên îşaretan di temamkirina mafên mirovan ên kesên kerr de.,Ji bo ku zimanên îşaretan ji perwerdehiyê bên rakirin.,Ji bo ku hemû zimanên îşaretan bi zimanekî yekane bên guhartin.,Ji bo ku zimanên axaftinê ji jiyana giştî bên dûrxistin.,A,Neteweyên Yekbûyî vê rojê ji bo bilindkirina hişyariya li ser girîngiya zimanên îşaretan û mafên mirovan ên kesên kerr hatine pêk anîn.,1,International Day of Sign Languages – United Nations,https://www.un.org/en/observances/sign-languages-day,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0002,Ziman,ku-kmr,Kîjan nêrîn li ser zimanên îşaretan rast e?,"Ew zimanên rastîn in ku dikarin ji bo derbirîn, têgihiştin û pêwendiyên civakî bên bikaranîn.",Ew tenê şîfreyên ku ji bo peyamên kurt tên bikaranîn in.,Ew li hemû welatan bi heman rêzimanê tên bikaranîn.,Ew tenê alîkarên zimanên axaftinê ne û xwedî rêziman nînin.,A,"UNESCO zimanên îşaretan di nav cûrbecûrbûna zimanî de dide naskirin; ew serişteyên pêwendiyê ne, ne tenê îşaretên alîkar.",2,Sign languages – UNESCO Vocabularies,https://vocabularies.unesco.org/unesco/en/page/concept17050,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0003,Ziman,ku-kmr,"Di perwerdeya pirzimanî de, çima gihiştina xwendekaran bi zimanekî ku ew fam dikin girîng e?",Ji ber ku têgihiştinê hêsan dike û dikare beşdarbûn û encamên fêrbûnê baştir bike.,Ji ber ku divê xwendekar ji hemû zimanên din dûr bikeve.,Ji ber ku zimanê ku xwendekar fam dike di dibistanê de ne girîng e.,Ji ber ku fêrbûn tenê bi pîvanên yek zimanî pêkan e.,A,UNESCO mafê xwendekaran bi zimanên ku ew fam dikin bi fêrbûn û beşdarbûna berfireh re girêdide.,2,Languages Matter – UNESCO,https://www.unesco.org/en/articles/languages-matter-global-guidance-multilingual-education?hub=370,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0004,Ziman,ku-kmr,Çima parastina zimanên îşaretan dikare bi gihiştina agahiyê re têkildar be?,"Ji ber ku gihiştina perwerde, karûbarên giştî û naveroka dîjîtal bi zimanê xwe beşdarbûna wekhev hêsan dike.",Ji ber ku zimanên îşaretan divê tenê di malê de bên bikaranîn.,Ji ber ku agahî divê ji kesên kerr re bêne veşartin.,Ji ber ku teknolocî nikare zimanê îşaretan piştgirî bike.,A,UNESCO mafê azadiya derbirînê bi zimanê hilbijartî û gihiştina agahiyê bi zimanên cuda re girêdide.,3,Multilingualism and Linguistic Diversity – UNESCO,https://www.unesco.org/en/multilingualism-linguistic-diversity?hub=418,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0005,Çand,ku-kmr,"Li gorî UNESCO, kîjan ji van dikare bibe pratîkeke civakî, ayînî an festîvalî?","Merasîma zewacê, lîstikên kevneşopî, cejnên demsalî û pratîkên civakî.",Tenê berhemeke ku di depoyê de bê parastin.,Tenê avahiyek ku qet nayê bikaranîn.,Tenê belgeyek bê pêwendî bi civakê re.,A,"UNESCO di nav qada pratîkên civakî, ayînî û festîvalî de merasîm, lîstik, cejnên demsalî û gelek pratîkên din dihesibîne.",1,"Social Practices, Rituals and Festive Events – UNESCO",https://ich.unesco.org/en/social-practices-rituals-and-00055,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0006,Çand,ku-kmr,Çima koçberiya ciwanan dikare hin pratîkên mîrasa bê-maddî bixe xeterê?,"Ji ber ku dema hildêrên pratîkê ji civakê dûr dibin, veguhastina zanîn û jêhatîbûnê dikare qels bibe.",Ji ber ku koçberî her tim mîrasê bi lez zêde dike.,Ji ber ku pratîkên mîrasê tenê ji bo ciwanan in.,Ji ber ku civak nikare mîrasê ji nifşekê re bigihîne.,A,UNESCO balê dikişîne ku koçberiya ciwanan dikare kesên pratîkê ji civaka xwe dûr bixe û domandina hin pratîkan zehmet bike.,2,"Social Practices, Rituals and Festive Events – UNESCO",https://ich.unesco.org/en/social-practices-rituals-and-00055,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0007,Çand,ku-kmr,"Di parastina cejnekê de, kîjan rêbaz bi wateya mîrasa zindî re li hev tê?",Pratîkê bi beşdariya civakê bidomîne û rê bide ku ew bi şertên nû re biguheze.,Pratîkê wekî tiştekî cemidî ji jiyana civakê veqetîne.,Hemû guhertinên ku civak dixwaze bike qedexe bike.,Cejnê tenê wekî berhemeke turîstîk biparêze.,A,Mîrasa bê-maddî di jiyana civakan de zindî ye; parastin dikare domandinê piştgirî bike bê ku pratîkê ji hildêrên wê veqetîne.,2,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0008,Çand,ku-kmr,Çima di naskirina pratîkeke çandî de divê tu bi pirsê 'kî wê mîrasê nas dike?' dest pê bikî?,"Ji ber ku mîras bi wateya ku civak, kom an kesên hildêr didin wê ve tê pênasekirin.",Ji ber ku tenê saziyên navneteweyî dikarin mîrasê pênase bikin.,Ji ber ku mîras her tim bi heman awayî ji derveyî tê dîtin.,Ji ber ku wateya pratîkê bi hildêrên wê re têkildar nîne.,A,"UNESCO mîrasa bê-maddî wek pratîk, zanîn û jêhatîbûnên ku civak û kom wek beşeke mîrasa xwe nas dikin dide pênasekirin.",3,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0009,Paradigma,ku-kmr,"Li gorî UNESCO, çar aliyên bingehîn ên çarçoveya jêhatîbûna AI ya xwendekaran kîjan in?","Ramana mirov-navend, etîka AI, teknîk û sepanên AI, û sêwirana pergala AI.","Tenê kodkirin, reklâm, bazirganiyê û lîstik.","Tenê matematîk, sport, muzîk û dîrok.","Tenê bikaranîna telefon, çapkirin, wêne û deng.",A,"UNESCO çar aliyên çarçoveyê wek ramana mirov-navend, etîka AI, teknîk û sepanên AI, û sêwirana pergala AI nîşan dide.",1,AI Competency Framework for Students – UNESCO,https://www.unesco.org/en/articles/ai-competency-framework-students?hub=66973,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0010,Paradigma,ku-kmr,Çima UNESCO di hînkirina AI de li ser 'dadweriya rexneyî' raweste?,"Ji bo ku xwendekar karibe encamên AI bi delîl, sînor, bandor û armancên wan re binirxîne.",Ji bo ku xwendekar hemû encamên AI bê pirsîn rast qebûl bike.,Ji bo ku AI ji hemû pêvajoyên biryardan bê derxistin.,Ji bo ku tenê lez û hêsaniya sepanê bê pîvan.,A,Çarçoveya UNESCO xwendekaran wek bikarhênerên berpirsiyar û afirîner dibîne ku divê encam û bandorên AI bi nêrînekî rexneyî binirxînin.,2,AI Competency Framework for Students – UNESCO,https://www.unesco.org/en/articles/ai-competency-framework-students?hub=66973,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0011,Paradigma,ku-kmr,"Di bikaranîna AI de, kîjan biryar bi rêya mirov-navend re guncaw e?","Mirov armanc û nirxan destnîşan dike, encamên amûrê kontrol dike û berpirsiyariya biryara dawî digire ser xwe.",Amûrê bê nêrîna mirovan biryara dawî dide.,Mirov tenê encamê parve dike bê ku çavkaniyê binirxîne.,Biryara dawî tenê bi pîvana lezê tê dayîn.,A,"UNESCO xwendekaran wek hevkar û hemwelatiyên berpirsiyar dide naskirin; AI divê piştgiriyê bide kapasîteya mirovan, ne ku berpirsiyariyê ji holê rake.",2,AI Competency Framework for Students – UNESCO,https://www.unesco.org/en/articles/ai-competency-framework-students?hub=66973,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0012,Paradigma,ku-kmr,Çima di perwerdeya AI de aliyê etîkî ji aliyê teknîkî cuda nayê veqetandin?,"Ji ber ku çêkirin û bikaranîna AI dikare li ser maf, wekhevî, ewlehî û jiyana civakî bandor bike.",Ji ber ku etîk tenê ji bo zanistên mirovan e.,Ji ber ku teknîk qet bandorê li civakê nake.,Ji ber ku çêkirina AI divê bê pirs û bê nirx bê kirin.,A,Çarçoveya UNESCO etîka AI û sêwirana berdewam û tevgerê bi jêhatîbûna teknîkî re hev girêdide.,3,AI Competency Framework for Students – UNESCO,https://www.unesco.org/en/articles/ai-competency-framework-students?hub=66973,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0013,Muzîk,ku-kmr,"Li gorî UNESCO, muzîk çawa dikare beşek ji ayîn an cejnê be?","Bi stran, ritm, dans û performansê re dikare bûyerê nîşan bide û civakê li hev bîne.",Bi rakirina hemû tevgera civakî ji cejnê.,Bi tenê bikaranîna amûrekî bê wate.,Bi şertê ku muzîk ji her pratîka din bê veqetandin.,A,"UNESCO muzîkê bi ayîn, bûyerên festîvalî, kevneşopiyên devkî û hunerên performansê re têkildar dike.",1,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0014,Muzîk,ku-kmr,"Di parastina muzîk û dansa kevneşopî de, çima performansa zindî hêja ye?","Ji ber ku hereket, deng, têkiliya komê û şertên bûyerê di heman demê de dihêle bêne hînkirin û jiyîn.",Ji ber ku performansa zindî hemû guhertinan qedexe dike.,Ji ber ku muzîk tenê di tomarkirinê de wate heye.,Ji ber ku şertên civakî di performansê de ne girîng in.,A,"UNESCO hunerên performansê wek pratîkên zindî dide naskirin ku di nav civak, bûyer û têkiliya mirovan de tên jiyîn.",2,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0015,Cografya,ku-kmr,Peyzajek çandî çi dide nîşandan ku nexşeyek tenê ya erdê nikare bi temamî nîşan bide?,"Têkiliya di navbera hawirdor, dîroka mirov, bikaranîna erdê û jiyana civakî de.",Tenê bilindahiya çiyayan.,Tenê sînorên siyasî yên li ser nexşeyê.,Tenê rengê avê û axê.,A,UNESCO peyzajên çandî bi têkiliya mirov û hawirdorê û bi şopên jiyana civakî û dîrokî re pênase dike.,1,Cultural Landscapes – UNESCO World Heritage Centre,https://whc.unesco.org/en/culturallandscape,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general7_0016,Cografya,ku-kmr,"Di lêkolîna peyzajekî çandî de, çima dîroka bikaranîna erdê dikare wekî daneyeke girîng bê xwendin?","Ji ber ku awayê çandin, avdan, rûniştin û parastina erdê têkiliya mirov û hawirdorê nîşan dide.",Ji ber ku bikaranîna erdê tenê bi avahiyên nû re têkildar e.,Ji ber ku dîrok nikare li ser hawirdorê bandor bike.,Ji ber ku peyzaj divê ji civaka ku wê bikar tîne bê veqetandin.,A,UNESCO peyzajê wekî encama têkiliya dirêj a mirovan û hawirdorê dide naskirin; bikaranîna erdê beşek ji vê dîrokê ye.,2,Cultural Landscapes – UNESCO World Heritage Centre,https://whc.unesco.org/en/culturallandscape,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0001,Çand,ku-kmr,"Li gorî UNESCO, çima hunera destkarî di nav mîrasa bê-maddî de taybet e?","Ji ber ku zanîn, teknîk û jêhatîbûn di berhemekî maddî de xuya dibin.",Ji ber ku hunera destkarî tenê berhemên pîşesazî çêdike.,Ji ber ku hûnermend divê qet rêbazê xwe neguhere.,Ji ber ku destkarî bi civak û veguhastina zanînê re têkildar nîne.,A,"UNESCO hunera destkarî wekî yek ji wateyên herî berbiçav ên mîrasa bê-maddî dide naskirin, ji ber ku jêhatîbûna bê-maddî di berhemekî dîtbar de tê nîşandan.",1,Traditional Craftsmanship – UNESCO,https://ich.unesco.org/en/traditional-craftsmanship-00057,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0002,Çand,ku-kmr,"Di parastina destkariyekî kevneşopî de, çima tenê parastina berhemê bes nake?","Ji ber ku divê zanîn, teknîk û rêbaza hînkirina wê jî bê parastin.",Ji ber ku berhem divê ji hildêrên wê bê veqetandin.,Ji ber ku tenê rengê berhemê wateya mîrasê dide.,Ji ber ku hînkirin nikare di destkariyê de rolek bilîze.,A,Mîrasa destkarî bi zanîn û jêhatîbûna hildêrên wê ve zindî ye; parastina berhemê bê parastina pêvajoyê têr nake.,2,Traditional Craftsmanship – UNESCO,https://ich.unesco.org/en/traditional-craftsmanship-00057,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0003,Çand,ku-kmr,Çima globalîzasyon dikare ji bo hin formên destkariyê zehmetî çêbike?,Ji ber ku berhemên standard û hilberîna girseyî dikarin daxwaz û şertên veguhastina destkariyê kêm bikin.,Ji ber ku globalîzasyon her tim destkariyê zêde dike.,Ji ber ku destkarî tenê di civakên bê têkiliyê de heye.,Ji ber ku berhemên girseyî her tim zanîna destkaran diparêzin.,A,UNESCO balê dikişîne ku globalîzasyon dikare domandina formên kevneşopî yên destkariyê bixe xeterê.,2,Traditional Craftsmanship – UNESCO,https://ich.unesco.org/en/traditional-craftsmanship-00057,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0004,Çand,ku-kmr,Kîjan plan ji bo domandina destkariyê bi rêzgirtina civakê re herî guncaw e?,"Hînkirina ciwanan ji aliyê hildêrên civakê ve, bi şertê ku teknîk dikarin bi şertên nû re biguhezin.",Rakirina hildêrên kevneşopî ji pêvajoya hînkirinê.,Guhertina hemû berhemên destkarî bi berhemên pîşesazî.,Parastina teknîkê bi qedexekirina hemû afirandinên nû.,A,Parastina mîrasa zindî hînkirina zanînê ji nifşekê re û mafê civakê di afirandin û guhertinê de bi hev re hesib dike.,3,Traditional Craftsmanship – UNESCO,https://ich.unesco.org/en/traditional-craftsmanship-00057,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0005,Muzîk,ku-kmr,"Di muzîkê de, 'zanîn û jêhatîbûn' çi dikare dihewîne?","Çêkirina amûrê, lêdana wê, şêwaza stranê û rêbaza hînkirina wê.",Tenê navê hunermendê.,Tenê cihê ku konser lê tê kirin.,Tenê jimara temaşevanan.,A,"Muzîk wek mîrasa zindî ne tenê deng e; ew dikare zanîn, teknîk, repertuwar û rêbaza veguhastina wan dihewîne.",1,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0006,Muzîk,ku-kmr,Çima amûrên muzîkê dikarin bi hawirdor û jiyana civakê re têkildar bibin?,"Ji ber ku materyal, şêwaza çêkirinê û bikaranîna wan dikare zanîna herêmî û şertên jiyanê nîşan bide.",Ji ber ku amûrên muzîkê ji hawirdorê qet materyal nagirin.,Ji ber ku amûr tenê ji bo nîşandana dewlemendiyê ye.,Ji ber ku muzîk ji jiyana rojane bê girêdan e.,A,"UNESCO hunerên performansê bi zanîna civakan, hawirdor û pratîkên din ên mîrasa bê-maddî re têkildar dibîne.",2,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0007,Muzîk,ku-kmr,"Di parastina muzîkekî kevneşopî de, çima tomarkirin û performansa zindî divê bi hev re bên bikaranîn?","Tomarkirin dîlê dide, performansa zindî jî têkiliya civakî û şertên vegotinê diparêze.",Ji ber ku yek ji wan divê hemû pratîkê bi temamî li cihê ya din bigire.,Ji ber ku performansa zindî nikare zanînê bigihîne.,Ji ber ku tomarkirin her guhertinê ji holê radike.,A,Mîrasa muzîkî hem bi belgekirina dengê hem jî bi jiyana civakî ya performansê tê parastin; yek rêbaz tenê hemû aliyên wê nagire.,3,Performing Arts – UNESCO,https://ich.unesco.org/en/performing-arts-00054,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0008,Edebiyat,ku-kmr,"Li gorî UNESCO, ziman di kevneşopiyên devkî de çi rolê dileyze?","Wek serişteya veguhastina çîrok, gotin, zanîn û bîra civakî.",Wek astengiyek ku divê ji vegotinê bê rakirin.,Wek amûrek ku tenê ji bo belgeyên fermî ye.,Wek tiştekî ku bi çandê re têkildar nîne.,A,UNESCO kevneşopiyên devkî û zimanê ku wan digihîne nifşên din wek beşên girîng ên mîrasa bê-maddî dide naskirin.,1,Intangible Cultural Heritage – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0009,Edebiyat,ku-kmr,Çima çîrokek devkî dikare di performansên cuda de hinekî biguheze û dîsa mîras bimîne?,"Ji ber ku veguhastina devkî dubarekirin, afirandin û adaptasyona li gorî temaşevan dihewîne.",Ji ber ku mîras divê her tim bê deng bê vegotin.,Ji ber ku guherîn her tim nîşana wendabûna çandê ye.,Ji ber ku performans ji çîrokê bi temamî cuda ye.,A,UNESCO mîrasa devkî wek pratîkeke zindî dide dîtin ku di veguhastinê de dikare bi şert û temaşevan re biguheze.,2,Oral Traditions and Expressions – UNESCO,https://ich.unesco.org/en/oral-traditions-and-expressions-00053,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0010,Edebiyat,ku-kmr,"Di xwendina gotinekê ya devkî de, çima deng û şertê performansê jî girîng in?","Ji ber ku ritm, rawestan, deng û têkiliya bi temaşevanan re dikarin wateya gotinê biguherînin.",Ji ber ku naveroka gotinê qet bi performansê re têkildar nîne.,Ji ber ku gotinên devkî divê bê deng bên nivîsandin.,Ji ber ku deng tenê ji bo muzîkê wate heye.,A,Kevneşopiya devkî ne tenê nivîsa peyvan e; awayê vegotinê û şertê civakî jî beşek ji wateya wê ne.,3,Oral Traditions and Expressions – UNESCO,https://ich.unesco.org/en/oral-traditions-and-expressions-00053,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0011,Dîrok,ku-kmr,"Li gorî UNESCO, mîrasa bê-maddî çawa bi dîroka civakekê re têkildar e?","Pratîk û zanînên ku ji nifşên berê tên û di jiyana îroyîn de tên nûkirin, bîra dîrokî digihînin nifşên din.",Ji ber ku dîrok tenê di avahiyên kevn de tê dîtin.,Ji ber ku pratîkên îro nikarin tiştekî li ser dîrokê bibêjin.,Ji ber ku mîras divê ji jiyana rojane bê veqetandin.,A,UNESCO mîrasa bê-maddî wekî kevneşopiyên ji bav û kalan hatine mîrasgirtin û di heman demê de zindî û nûkirî dide pênasekirin.,1,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0012,Dîrok,ku-kmr,Çima dîroka destkariyekê divê tenê bi dîroka berhemên wê neyê sînorkirin?,"Ji ber ku dîrokê zanîn, malbat, şertên aborî û rêbaza veguhastina teknîkê jî dihewîne.",Ji ber ku berhem qet bi jiyana mirovan re têkildar nîne.,Ji ber ku destkarî tenê berhemên bêwate çêdike.,Ji ber ku teknîkên kevn nikarin di civakê de bên hînkirin.,A,"Lêkolîna destkariyê dema ku jêhatîbûn, hildêr, şertên jiyanê û veguhastina zanînê jî dihese, dîroka wê berfirehtir dike.",2,Traditional Craftsmanship – UNESCO,https://ich.unesco.org/en/traditional-craftsmanship-00057,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0013,Dîrok,ku-kmr,"Di belgekirina mîrasa zindî de, çima dîroka nivîskî û bîra civakî divê bi hev re bên xwendin?",Ji ber ku belgeyên nivîskî û bîra jiyînê aliyên cuda yên heman pêvajoyê nîşan didin.,Ji ber ku yek ji wan her tim şaş e.,Ji ber ku bîra civakî nikare agahî bide.,Ji ber ku nivîs her tim hemû dengên civakê dihewîne.,A,Mîrasa zindî bi tecrûbeya hildêrên wê re tê jiyîn; berawirdkirina belge û bîrê dibe sedem ku hem delîl hem jî sînor bêne dîtin.,3,What is Intangible Cultural Heritage? – UNESCO,https://ich.unesco.org/en/what-is-intangible-heritage-00003?lang=en,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0014,Paradigma,ku-kmr,"Li gorî UNESCO, di çarçoveya AI ya xwendekaran de 'mirov-navend' çi dide pêş?","Kapasîte, maf, nirx û berpirsiyariya mirovan di sêwirandin û bikaranîna AI de.",Rakirina mirovan ji hemû pêvajoyên biryardan.,Bikaranîna AI bêyî ku bandora wê li civakê bê pirsîn.,Pîvandina AI tenê bi lez û çiqas erzan bûna wê.,A,UNESCO xwendekarên AI wek afirîner û hemwelatiyên berpirsiyar dibîne û aliyê mirov-navend bi maf û berpirsiyariyê ve girêdide.,1,AI Competency Framework for Students – UNESCO,https://www.unesco.org/en/articles/ai-competency-framework-students?hub=66973,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
general8_0015,Paradigma,ku-kmr,Kîjan gav di bikaranîna naveroka ku AI afirandiye de bi nêrîna zanistî re guncaw e?,"Naverokê bi çavkaniyên serbixwe, delîl û sînorên amûrê re kontrol bike.","Ji ber ku naverok ji makîneyê hatiye, rast qebûl bike.",Tenê rêzimanê naverokê kontrol bike.,Naverokê bê nîqaş wek delîla dawî parve bike.,A,Nêrîna rexneyî pêdivî dike ku encamên AI bên pirsîn û bi delîl û çavkaniyên serbixwe re bên berawirdkirin.,2,AI Competency Framework for Students – UNESCO,https://www.unesco.org/en/articles/ai-competency-framework-students?hub=66973,PENDING_EDITORIAL_APPROVAL,"Kategori bazlı, kaynaklı ve özgün olarak hazırlandı; ikinci editoryal kontrol bekliyor."
